CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
105073;org.jdom2.TestIllegalAddExceptn$null;154;52;125;2838;2838;125;0;124;1;9539;2838
105073;org.jdom2.TestIllegalNameExceptn$null;7;2;0;0;0;125;0;124;1;9539;2838
105073;org.jdom2.TestIllegalTargetExceptn$null;6;3;0;0;0;125;0;124;1;9539;2838
298383;org.jdom2.TestStringBin$null;2901;331;254;320;320;379;124;232;23;9285;3158
353585;org.jdom2.input.sax.TestTextBuffer$null;49;22;34;2534;2573;413;140;250;23;9251;5692
456981;org.jdom2.test.cases.TestAttribute$null;69;56;136;2810;2897;549;211;313;25;9115;8502
776979;org.jdom2.test.cases.TestAttributeList$null;228;121;217;2856;3029;766;305;434;27;8898;11358
852067;org.jdom2.test.cases.TestBridgeMethods$null;40;30;4;2513;2664;770;305;438;27;8894;13871
926310;org.jdom2.test.cases.TestCDATA$null;46;25;35;2569;2695;805;322;456;27;8859;16440
1010412;org.jdom2.test.cases.TestComment$null;53;36;10;2558;2709;815;332;456;27;8849;18998
1243321;org.jdom2.test.cases.TestContentList$null;155;88;185;2765;2927;1000;453;511;36;8664;21763
1353356;org.jdom2.test.cases.TestDefaultJDOMFactory$null;59;39;98;2863;3198;1098;501;560;37;8566;24626
1429565;org.jdom2.test.cases.TestDescendantFilterIterator$null;46;25;35;2568;2772;1133;512;584;37;8531;27194
1508752;org.jdom2.test.cases.TestDescendantIterator$null;60;28;11;2536;2765;1144;517;590;37;8520;29730
1596205;org.jdom2.test.cases.TestDocType$null;57;37;57;2619;2814;1201;560;604;37;8463;32349
1762637;org.jdom2.test.cases.TestDocument$null;69;53;258;3169;3646;1459;698;717;44;8205;35518
2045493;org.jdom2.test.cases.TestElement$null;101;99;571;3682;4502;2030;1000;922;108;7634;39200
2348680;org.jdom2.test.cases.TestElementFilterList$null;268;99;168;2738;3032;2198;1086;1003;109;7466;41938
2418368;org.jdom2.test.cases.TestEntityRef$null;43;23;20;2519;2789;2218;1106;1003;109;7446;44457
2547113;org.jdom2.test.cases.TestFilterList$null;70;53;19;2678;3377;2237;1118;1010;109;7427;47135
2994695;org.jdom2.test.cases.TestFilterListElement$null;454;178;1;2583;3081;2238;1119;1010;109;7426;49718
3359080;org.jdom2.test.cases.TestFilterListText$null;357;138;1;2555;3021;2239;1119;1011;109;7425;52273
3359080;org.jdom2.test.cases.TestJDOMExceptn$null;4;8;0;0;0;2239;1119;1011;109;7425;52273
3409039;org.jdom2.test.cases.TestNamespace$null;31;14;28;2486;2643;2267;1141;1017;109;7397;54759
3493401;org.jdom2.test.cases.TestNamespaceAware$null;46;32;46;2554;2873;2313;1179;1025;109;7351;57313
3604326;org.jdom2.test.cases.TestProcessingInstruction$null;76;57;78;2594;2868;2391;1238;1042;111;7273;59907
3706887;org.jdom2.test.cases.TestSerialization$null;57;37;13;2602;3195;2404;1241;1045;118;7260;62509
3818697;org.jdom2.test.cases.TestSlimJDOMFactory$null;54;33;2;2654;3315;2406;1242;1045;119;7258;65163
3929963;org.jdom2.test.cases.TestSlimJDOMFactoryNoText$null;50;33;0;2652;3314;2406;1242;1045;119;7258;67815
4007586;org.jdom2.test.cases.TestText$null;43;27;8;2485;2796;2414;1247;1048;119;7250;70300
4114936;org.jdom2.test.cases.TestUncheckedJDOMFactory$null;55;39;18;2583;2947;2432;1254;1059;119;7232;72883
4190527;org.jdom2.test.cases.TestVerifier$null;59;25;1334;2706;3155;3766;2558;1089;119;5898;75589
4271419;org.jdom2.test.cases.TestVerifierCharacters$null;741;144;1060;1370;2792;4826;3618;1089;119;4838;76959
4272013;org.jdom2.test.cases.adapters.TestJAXPDOMAdapter$null;73;85;2;2;2;4828;3618;1090;120;4836;76961
4296140;org.jdom2.test.cases.filter.TestAtributeFilter$null;83;64;49;502;3076;4877;3652;1104;121;4787;77463
4371151;org.jdom2.test.cases.filter.TestContentFilter$null;270;231;99;571;3205;4976;3742;1113;121;4688;78034
4406606;org.jdom2.test.cases.filter.TestElementFilter$null;132;109;4;449;3094;4980;3745;1114;121;4684;78483
4426831;org.jdom2.test.cases.filter.TestFilters$null;69;44;10;428;3029;4990;3750;1118;122;4674;78911
4426984;org.jdom2.test.cases.filter.TestPassThroughFilter$null;12;7;4;6;6;4994;3751;1121;122;4670;78917
4426984;org.jdom2.test.cases.input.TestBuilderErrorHandler$null;6;1;1;0;0;4995;3751;1121;123;4669;78917
4803512;org.jdom2.test.cases.input.TestDOMBuilder$null;266;261;304;1573;4616;5299;4050;1121;128;4365;80490
4813763;org.jdom2.test.cases.input.TestDTDParser$null;46;23;88;414;2706;5387;4110;1149;128;4277;80904
4813799;org.jdom2.test.cases.input.TestJDOMParseExceptn$null;16;10;4;4;4;5391;4114;1149;128;4273;80908
4929973;org.jdom2.test.cases.input.TestSAXBuilder$null;189;188;79;717;3429;5470;4178;1163;129;4194;81625
5103058;org.jdom2.test.cases.input.TestSAXComplexSchema$null;215;214;2;865;3876;5472;4180;1163;129;4192;82490
5142789;org.jdom2.test.cases.input.TestSAXHandler$null;73;68;108;709;3651;5580;4254;1197;129;4084;83199
5331510;org.jdom2.test.cases.input.TestStAXEventBuilder$null;195;207;33;1197;4608;5613;4287;1197;129;4051;84396
5543731;org.jdom2.test.cases.input.TestStAXStreamBuilder$null;228;181;78;1269;4698;5691;4365;1197;129;3973;85665
5543895;org.jdom2.test.cases.input.sax.TestXMLReaderJAXPFactory$null;51;53;0;3;3;5691;4365;1197;129;3973;85668
5586025;org.jdom2.test.cases.input.sax.TestXMLReaderSAX2Factory$null;113;91;2;439;3019;5693;4366;1198;129;3971;86107
5683329;org.jdom2.test.cases.input.sax.TestXMLReaderSchemaFactory$null;184;191;6;516;3275;5699;4369;1201;129;3965;86623
5786595;org.jdom2.test.cases.input.sax.TestXMLReaderSingletons$null;187;191;3;538;3387;5702;4372;1201;129;3962;87161
5889546;org.jdom2.test.cases.input.sax.TestXMLReaderXSDFactory$null;220;201;21;520;3167;5723;4381;1213;129;3941;87681
5897267;org.jdom2.test.cases.jaxb.TestJDOMNamespaceContext$null;31;15;33;333;2647;5756;4409;1218;129;3908;88014
5928687;org.jdom2.test.cases.jaxb.TestJDOMStreamReader$null;66;57;65;640;3428;5821;4413;1278;130;3843;88654
5955303;org.jdom2.test.cases.jaxb.TestJDOMStreamWriter$null;52;37;85;673;3392;5906;4420;1355;131;3758;89327
6071338;org.jdom2.test.cases.located.TestLocatedJDOMFactory$null;172;155;39;717;3767;5945;4453;1361;131;3719;90044
6344061;org.jdom2.test.cases.output.TestDOMOutputter$null;313;222;458;1411;4703;6403;4806;1466;131;3261;91455
6402526;org.jdom2.test.cases.output.TestDOMOutputterXmlnsNamespaces$null;143;130;1;457;3125;6404;4806;1467;131;3260;91912
6414024;org.jdom2.test.cases.output.TestFormat$null;43;29;60;480;2870;6464;4854;1479;131;3200;92392
6604447;org.jdom2.test.cases.output.TestSAXOutputter$null;285;193;179;1170;4931;6643;4978;1534;131;3021;93562
6794623;org.jdom2.test.cases.output.TestStAXEventOutputter$null;222;207;154;1161;4962;6797;5098;1568;131;2867;94723
6890516;org.jdom2.test.cases.output.TestStAXReader2Builder$null;143;131;0;766;3968;6797;5098;1568;131;2867;95489
7066293;org.jdom2.test.cases.output.TestStAXStreamOutputter$null;213;182;153;1110;4775;6950;5231;1588;131;2714;96599
7079366;org.jdom2.test.cases.output.TestXMLOutputProcessor$null;52;16;38;450;2831;6988;5260;1597;131;2676;97049
7252450;org.jdom2.test.cases.output.TestXMLOutputter$null;275;198;87;974;4671;7075;5344;1600;131;2589;98023
7252555;org.jdom2.test.cases.serialize.TestSubclassSerializables$null;28;27;0;5;44;7075;5344;1600;131;2589;98028
7322324;org.jdom2.test.cases.special.TestIssue008ExpandEntity$null;134;158;1;567;3519;7076;5344;1601;131;2588;98595
