CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
554;org.apache.commons.io.ByteOrderMarkTestCase$null;5;2;61;98;98;61;40;21;0;5402;98
573;org.apache.commons.io.CharsetsTestCase$null;5;9;2;2;2;63;41;22;0;5400;100
6943;org.apache.commons.io.CopyUtilsTest$null;55;4;101;201;201;164;102;55;7;5299;301
12247;org.apache.commons.io.DemuxTestCase$null;174;188;8;33;54;172;110;55;7;5291;334
14249;org.apache.commons.io.DirectoryWalkerTestCase$null;31;20;75;126;126;247;169;71;7;5216;460
15158;org.apache.commons.io.DirectoryWalkerTestCaseJava4$null;19;12;0;51;126;247;169;71;7;5216;511
21935;org.apache.commons.io.EndianUtilsTest$null;6;3;917;1038;1038;1164;989;168;7;4299;1549
303020;org.apache.commons.io.FileCleanerTestCase$null;4247;4221;48;76;76;1212;1012;186;14;4251;1625
422872;org.apache.commons.io.FileCleaningTrackerTestCase$null;4254;4188;0;28;76;1212;1012;186;14;4251;1653
422974;org.apache.commons.io.FileDeleteStrategyTestCase$null;25;11;30;30;50;1242;1039;189;14;4221;1683
430440;org.apache.commons.io.FileSystemUtilsTestCase$null;19;74;207;459;473;1449;1095;338;16;4014;2142
430652;org.apache.commons.io.FileUtilsCleanDirectoryTestCase$null;21;32;2;9;39;1451;1095;340;16;4012;2151
430917;org.apache.commons.io.FileUtilsCleanSymlinksTestCase$null;29;26;1;8;40;1452;1096;340;16;4011;2159
431461;org.apache.commons.io.FileUtilsDirectoryContainsTestCase$null;22;20;10;30;63;1462;1105;341;16;4001;2189
431539;org.apache.commons.io.FileUtilsFileNewerTestCase$null;10;10;7;7;18;1469;1109;344;16;3994;2196
432827;org.apache.commons.io.FileUtilsListFilesTestCase$null;21;17;34;65;120;1503;1129;358;16;3960;2261
500253;org.apache.commons.io.FileUtilsWaitForTestCase$null;5319;5315;1;18;35;1504;1129;358;17;3959;2279
517689;org.apache.commons.io.FilenameUtilsTestCase$null;49;29;557;703;806;2061;1567;476;18;3402;2982
520862;org.apache.commons.io.FilenameUtilsWildcardTestCase$null;14;21;147;180;187;2208;1681;494;33;3255;3162
522627;org.apache.commons.io.HexDumpTest$null;9;10;127;211;276;2335;1761;539;35;3128;3373
522787;org.apache.commons.io.IOCaseTestCase$null;7;8;9;20;51;2344;1766;543;35;3119;3393
522794;org.apache.commons.io.IOExceptionWithCauseTestCase$null;2;0;2;3;3;2346;1768;543;35;3117;3396
558394;org.apache.commons.io.IOUtilsCopyTestCase$null;1034;61;55;173;260;2401;1801;559;41;3062;3569
577727;org.apache.commons.io.IOUtilsTestCase$null;35;45;227;410;549;2628;1889;669;70;2835;3979
579911;org.apache.commons.io.IOUtilsWriteTestCase$null;47;14;45;105;201;2673;1911;692;70;2790;4084
580630;org.apache.commons.io.LineIteratorTestCase$null;18;33;24;44;83;2697;1916;711;70;2766;4128
580656;org.apache.commons.io.TaggedIOExceptionTest$null;2;0;3;9;10;2700;1919;711;70;2763;4137
583804;org.apache.commons.io.ThreadMonitorTestCase$null;404;402;8;11;12;2708;1927;711;70;2755;4148
584956;org.apache.commons.io.comparator.CompositeFileComparatorTest$null;24;14;38;73;120;2746;1954;722;70;2717;4221
