CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
469;org.lunivore.tyburn.ComponentFinderBehaviour$null;20;103;20;24;24;20;8;12;0;126;24
20366;org.lunivore.tyburn.FocuserBehaviour$null;1090;147;19;57;58;39;11;26;2;107;81
20413;org.lunivore.tyburn.HeadlessCheckerBehaviour$null;15;1;1;7;8;40;12;26;2;106;88
20436;org.lunivore.tyburn.NamedComponentFilterBehaviour$null;11;3;2;2;2;42;13;27;2;104;90
20436;org.lunivore.tyburn.SpeedBehaviour$null;4;1;0;0;0;42;13;27;2;104;90
20907;org.lunivore.tyburn.asciigrid.ImageToAsciiGridConverterBehaviour$null;11;3;52;60;60;94;41;51;2;52;150
20928;org.lunivore.tyburn.threaded.ClockedTimeouterBehaviour$null;13;1;1;3;7;95;42;51;2;51;153
25004;org.lunivore.tyburn.threaded.QueuedMiniHashMapBehaviour$null;614;307;7;11;17;102;49;51;2;44;164
28892;org.lunivore.tyburn.threaded.QueuedObjectHolderBehaviour$null;623;413;1;5;16;103;50;51;2;43;169
