CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
105392;org.jdom2.TestIllegalAddExceptn$null;70;52;125;2838;2838;125;0;124;1;9539;2838
105392;org.jdom2.TestIllegalNameExceptn$null;5;2;0;0;0;125;0;124;1;9539;2838
105393;org.jdom2.TestIllegalTargetExceptn$null;6;2;0;0;0;125;0;124;1;9539;2838
317546;org.jdom2.TestStringBin$null;3328;332;254;320;320;379;124;232;23;9285;3158
373616;org.jdom2.input.sax.TestTextBuffer$null;45;23;34;2534;2573;413;140;250;23;9251;5692
478299;org.jdom2.test.cases.TestAttribute$null;59;49;137;2810;2897;550;211;313;26;9114;8502
804020;org.jdom2.test.cases.TestAttributeList$null;228;132;217;2855;3029;767;316;423;28;8897;11357
880377;org.jdom2.test.cases.TestBridgeMethods$null;41;38;4;2512;2664;771;316;427;28;8893;13869
952036;org.jdom2.test.cases.TestCDATA$null;59;26;35;2568;2695;806;329;449;28;8858;16437
1038722;org.jdom2.test.cases.TestComment$null;57;31;10;2557;2709;816;339;449;28;8848;18994
1277039;org.jdom2.test.cases.TestContentList$null;155;89;185;2764;2927;1001;460;504;37;8663;21758
1382677;org.jdom2.test.cases.TestDefaultJDOMFactory$null;54;43;98;2862;3198;1099;508;553;38;8565;24620
1461549;org.jdom2.test.cases.TestDescendantFilterIterator$null;49;29;35;2567;2772;1134;519;577;38;8530;27187
1542345;org.jdom2.test.cases.TestDescendantIterator$null;52;32;11;2535;2765;1145;524;583;38;8519;29722
1634634;org.jdom2.test.cases.TestDocType$null;56;34;57;2618;2814;1202;567;597;38;8462;32340
1798101;org.jdom2.test.cases.TestDocument$null;70;52;258;3168;3646;1460;710;704;46;8204;35508
2075409;org.jdom2.test.cases.TestElement$null;98;107;573;3681;4502;2033;1007;914;112;7631;39189
2378025;org.jdom2.test.cases.TestElementFilterList$null;289;102;168;2736;3032;2201;1093;995;113;7463;41925
2448132;org.jdom2.test.cases.TestEntityRef$null;47;21;20;2517;2789;2221;1113;995;113;7443;44442
2577783;org.jdom2.test.cases.TestFilterList$null;76;52;19;2676;3377;2240;1128;999;113;7424;47118
3017336;org.jdom2.test.cases.TestFilterListElement$null;502;165;1;2581;3081;2241;1129;999;113;7423;49699
3380125;org.jdom2.test.cases.TestFilterListText$null;397;137;1;2553;3021;2242;1129;1000;113;7422;52252
3380125;org.jdom2.test.cases.TestJDOMExceptn$null;9;4;0;0;0;2242;1129;1000;113;7422;52252
3429666;org.jdom2.test.cases.TestNamespace$null;43;14;28;2484;2643;2270;1151;1006;113;7394;54736
3514984;org.jdom2.test.cases.TestNamespaceAware$null;49;28;46;2552;2873;2316;1189;1014;113;7348;57288
3626837;org.jdom2.test.cases.TestProcessingInstruction$null;70;44;77;2592;2868;2393;1248;1031;114;7271;59880
3733015;org.jdom2.test.cases.TestSerialization$null;56;44;12;2601;3195;2405;1251;1034;120;7259;62481
3838383;org.jdom2.test.cases.TestSlimJDOMFactory$null;62;34;1;2655;3315;2406;1252;1034;120;7258;65136
3943962;org.jdom2.test.cases.TestSlimJDOMFactoryNoText$null;56;32;0;2654;3314;2406;1252;1034;120;7258;67790
