mutantNo;[FAIL | TIME | EXC | LIVE]
1;TIME
2;LIVE
3;LIVE
9;TIME
11;EXC
12;TIME
13;FAIL
14;LIVE
15;LIVE
16;LIVE
17;TIME
18;FAIL
19;LIVE
34;LIVE
35;LIVE
36;LIVE
37;FAIL
38;LIVE
39;LIVE
40;FAIL
41;FAIL
42;EXC
43;FAIL
44;FAIL
45;FAIL
46;FAIL
47;EXC
48;LIVE
49;LIVE
50;FAIL
51;EXC
52;LIVE
53;FAIL
54;LIVE
55;FAIL
56;FAIL
57;EXC
58;FAIL
59;FAIL
60;EXC
61;LIVE
62;LIVE
63;TIME
64;EXC
65;EXC
66;EXC
67;EXC
68;EXC
69;EXC
70;EXC
71;EXC
72;EXC
73;EXC
74;EXC
75;EXC
76;EXC
77;EXC
78;EXC
79;EXC
80;EXC
81;EXC
82;FAIL
85;FAIL
86;FAIL
87;FAIL
88;FAIL
89;LIVE
90;LIVE
91;LIVE
92;FAIL
93;EXC
94;LIVE
95;FAIL
96;FAIL
97;LIVE
98;EXC
99;LIVE
100;LIVE
101;FAIL
102;FAIL
103;LIVE
104;FAIL
105;FAIL
111;LIVE
112;FAIL
113;FAIL
114;LIVE
115;FAIL
116;LIVE
117;FAIL
118;LIVE
119;FAIL
120;FAIL
121;LIVE
122;FAIL
123;LIVE
124;FAIL
125;FAIL
126;FAIL
127;FAIL
133;LIVE
134;FAIL
135;FAIL
136;LIVE
137;FAIL
138;LIVE
139;FAIL
140;LIVE
141;FAIL
142;FAIL
143;LIVE
144;FAIL
145;LIVE
146;FAIL
147;FAIL
148;FAIL
149;FAIL
150;FAIL
151;LIVE
152;EXC
153;EXC
154;EXC
155;EXC
156;EXC
157;EXC
158;EXC
159;FAIL
160;FAIL
161;FAIL
162;FAIL
163;FAIL
164;FAIL
165;LIVE
166;FAIL
167;LIVE
168;LIVE
169;LIVE
170;LIVE
171;LIVE
172;LIVE
173;LIVE
174;FAIL
175;LIVE
176;FAIL
177;EXC
178;FAIL
179;FAIL
180;FAIL
181;FAIL
182;FAIL
183;FAIL
184;LIVE
185;LIVE
186;FAIL
187;LIVE
189;LIVE
191;LIVE
192;LIVE
193;FAIL
194;EXC
195;FAIL
196;EXC
197;EXC
198;FAIL
199;EXC
200;EXC
201;LIVE
202;LIVE
203;LIVE
204;LIVE
205;FAIL
207;EXC
208;LIVE
209;LIVE
210;FAIL
211;FAIL
212;FAIL
213;FAIL
214;FAIL
215;FAIL
216;FAIL
217;FAIL
218;FAIL
219;FAIL
220;LIVE
221;FAIL
222;FAIL
223;FAIL
224;FAIL
225;FAIL
226;FAIL
227;FAIL
228;FAIL
240;FAIL
241;FAIL
242;FAIL
243;FAIL
244;LIVE
245;LIVE
246;FAIL
247;FAIL
248;LIVE
249;LIVE
250;FAIL
251;LIVE
252;LIVE
253;LIVE
254;LIVE
255;EXC
256;FAIL
257;EXC
258;EXC
259;TIME
260;EXC
261;TIME
262;FAIL
263;FAIL
264;EXC
265;FAIL
266;LIVE
267;FAIL
268;TIME
269;TIME
270;EXC
271;TIME
272;TIME
273;TIME
274;TIME
275;EXC
276;TIME
277;EXC
278;TIME
279;EXC
280;EXC
281;EXC
282;EXC
283;TIME
284;EXC
285;TIME
286;EXC
287;TIME
288;EXC
289;EXC
290;TIME
291;EXC
292;EXC
