CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
473;org.apache.commons.io.ByteOrderMarkTestCase$null;5;1;61;98;98;61;40;21;0;5402;98
490;org.apache.commons.io.CharsetsTestCase$null;5;8;2;2;2;63;41;22;0;5400;100
6664;org.apache.commons.io.CopyUtilsTest$null;47;4;101;201;201;164;102;55;7;5299;301
12433;org.apache.commons.io.DemuxTestCase$null;182;286;8;33;54;172;110;55;7;5291;334
14492;org.apache.commons.io.DirectoryWalkerTestCase$null;41;23;75;126;126;247;168;72;7;5216;460
15395;org.apache.commons.io.DirectoryWalkerTestCaseJava4$null;18;13;0;51;126;247;168;72;7;5216;511
23640;org.apache.commons.io.EndianUtilsTest$null;6;3;917;1038;1038;1164;962;195;7;4299;1549
305689;org.apache.commons.io.FileCleanerTestCase$null;4249;4261;48;76;76;1212;985;213;14;4251;1625
425395;org.apache.commons.io.FileCleaningTrackerTestCase$null;4217;4182;0;28;76;1212;985;213;14;4251;1653
425546;org.apache.commons.io.FileDeleteStrategyTestCase$null;18;11;30;30;50;1242;1013;215;14;4221;1683
434298;org.apache.commons.io.FileSystemUtilsTestCase$null;23;17;208;459;473;1450;1069;365;16;4013;2142
434568;org.apache.commons.io.FileUtilsCleanDirectoryTestCase$null;22;18;2;9;39;1452;1069;367;16;4011;2151
434828;org.apache.commons.io.FileUtilsCleanSymlinksTestCase$null;36;31;1;8;40;1453;1070;367;16;4010;2159
435320;org.apache.commons.io.FileUtilsDirectoryContainsTestCase$null;28;25;10;30;63;1463;1079;368;16;4000;2189
435415;org.apache.commons.io.FileUtilsFileNewerTestCase$null;11;10;7;7;18;1470;1083;371;16;3993;2196
436651;org.apache.commons.io.FileUtilsListFilesTestCase$null;19;18;34;65;120;1504;1103;385;16;3959;2261
504064;org.apache.commons.io.FileUtilsWaitForTestCase$null;5318;5316;1;18;35;1505;1103;385;17;3958;2279
520480;org.apache.commons.io.FilenameUtilsTestCase$null;45;33;557;703;806;2062;1550;494;18;3401;2982
523721;org.apache.commons.io.FilenameUtilsWildcardTestCase$null;15;22;147;180;187;2209;1664;512;33;3254;3162
525775;org.apache.commons.io.HexDumpTest$null;9;11;127;211;276;2336;1744;557;35;3127;3373
525962;org.apache.commons.io.IOCaseTestCase$null;7;10;9;20;51;2345;1749;561;35;3118;3393
525971;org.apache.commons.io.IOExceptionWithCauseTestCase$null;2;0;2;3;3;2347;1751;561;35;3116;3396
561617;org.apache.commons.io.IOUtilsCopyTestCase$null;1095;64;55;173;260;2402;1784;577;41;3061;3569
583134;org.apache.commons.io.IOUtilsTestCase$null;35;46;225;410;549;2627;1872;685;70;2836;3979
585382;org.apache.commons.io.IOUtilsWriteTestCase$null;49;13;45;107;201;2672;1894;708;70;2791;4086
586308;org.apache.commons.io.LineIteratorTestCase$null;18;29;24;44;83;2696;1899;727;70;2767;4130
586331;org.apache.commons.io.TaggedIOExceptionTest$null;2;1;3;9;10;2699;1902;727;70;2764;4139
589778;org.apache.commons.io.ThreadMonitorTestCase$null;404;401;8;11;12;2707;1910;727;70;2756;4150
591104;org.apache.commons.io.comparator.CompositeFileComparatorTest$null;21;19;38;73;120;2745;1937;738;70;2718;4223
591114;org.apache.commons.io.comparator.DefaultFileComparatorTest$null;10;9;0;1;22;2745;1937;738;70;2718;4224
591251;org.apache.commons.io.comparator.DirectoryFileComparatorTest$null;11;10;8;11;30;2753;1945;738;70;2710;4235
591365;org.apache.commons.io.comparator.ExtensionFileComparatorTest$null;12;10;1;9;48;2754;1945;739;70;2709;4244
713436;org.apache.commons.io.comparator.LastModifiedFileComparatorTest$null;13828;13533;17;21;54;2771;1962;739;70;2692;4265
