mutantNo;[FAIL | TIME | EXC | LIVE]
1008;FAIL
1009;LIVE
1010;LIVE
1011;LIVE
1014;LIVE
1017;LIVE
1020;LIVE
1268;LIVE
1269;LIVE
1270;EXC
1271;LIVE
1272;EXC
1273;EXC
1274;LIVE
1581;FAIL
1582;LIVE
1583;FAIL
1584;FAIL
1585;FAIL
1586;LIVE
1587;FAIL
1588;LIVE
1589;FAIL
1590;FAIL
1591;FAIL
1592;FAIL
1593;FAIL
1594;FAIL
1595;FAIL
1596;FAIL
1597;EXC
1598;EXC
1680;FAIL
1681;FAIL
1682;FAIL
1683;LIVE
1684;FAIL
1685;FAIL
1686;LIVE
1688;FAIL
1689;FAIL
1690;LIVE
1691;FAIL
1692;FAIL
1693;LIVE
1694;LIVE
1695;LIVE
1696;FAIL
1697;FAIL
1698;LIVE
1699;LIVE
1700;LIVE
1701;LIVE
1702;LIVE
1703;LIVE
1857;EXC
1858;EXC
1859;LIVE
2048;FAIL
2049;LIVE
2050;LIVE
2051;LIVE
2052;FAIL
2053;LIVE
2054;LIVE
2055;LIVE
2056;LIVE
2057;EXC
2058;LIVE
2059;LIVE
2060;LIVE
2061;LIVE
2062;LIVE
2063;LIVE
2064;LIVE
2065;LIVE
2066;LIVE
2067;FAIL
2068;FAIL
2069;LIVE
2070;FAIL
2071;LIVE
2072;LIVE
2073;LIVE
2074;LIVE
2075;LIVE
2080;FAIL
2081;FAIL
2082;LIVE
2271;FAIL
2272;FAIL
2273;FAIL
2274;FAIL
2275;LIVE
2327;LIVE
2328;LIVE
2329;LIVE
2330;LIVE
2331;LIVE
2753;LIVE
2754;LIVE
2755;LIVE
2756;LIVE
2757;EXC
2758;EXC
2759;FAIL
2760;FAIL
2761;LIVE
2953;FAIL
3193;LIVE
3194;FAIL
3195;FAIL
3196;FAIL
3197;FAIL
3198;LIVE
3199;FAIL
3200;FAIL
3201;FAIL
3202;FAIL
3203;LIVE
3204;FAIL
3205;EXC
3206;LIVE
3207;EXC
3208;FAIL
3209;FAIL
3210;FAIL
3211;FAIL
3212;FAIL
3213;FAIL
3214;LIVE
3215;EXC
3216;EXC
3217;LIVE
3218;EXC
3219;EXC
3220;EXC
3221;EXC
3222;LIVE
3223;EXC
3224;LIVE
3225;FAIL
3226;FAIL
3228;FAIL
3229;FAIL
3230;FAIL
3231;LIVE
3232;FAIL
3233;LIVE
3234;LIVE
3235;LIVE
3236;FAIL
3237;FAIL
3238;FAIL
3239;FAIL
3240;FAIL
3241;FAIL
3242;FAIL
3243;LIVE
3244;FAIL
3245;FAIL
3246;FAIL
3247;LIVE
3248;FAIL
3249;FAIL
3250;FAIL
3251;LIVE
3252;LIVE
3253;LIVE
3254;FAIL
3257;LIVE
3258;FAIL
3259;LIVE
3260;LIVE
3261;FAIL
3262;FAIL
3263;LIVE
3264;FAIL
3265;FAIL
3266;FAIL
3267;LIVE
3268;LIVE
3269;EXC
3270;EXC
3271;FAIL
3272;FAIL
3273;LIVE
3274;FAIL
3275;LIVE
3276;FAIL
3277;FAIL
3278;LIVE
3279;EXC
3280;EXC
3281;EXC
3282;LIVE
3283;LIVE
3284;FAIL
3285;FAIL
3286;FAIL
3287;FAIL
3288;FAIL
3289;FAIL
3290;LIVE
3291;FAIL
3292;FAIL
3293;LIVE
3294;EXC
3295;EXC
3296;LIVE
3297;LIVE
3298;FAIL
3299;FAIL
3300;FAIL
3301;FAIL
3302;LIVE
3303;FAIL
3304;FAIL
3305;LIVE
3306;FAIL
3307;LIVE
3308;FAIL
3309;LIVE
3310;FAIL
3311;LIVE
3312;FAIL
3313;FAIL
3314;LIVE
3315;FAIL
3316;FAIL
3317;LIVE
3319;EXC
3320;FAIL
3321;FAIL
3322;FAIL
3323;LIVE
3324;LIVE
3325;FAIL
3327;LIVE
3328;FAIL
3329;LIVE
3330;LIVE
3331;FAIL
3332;FAIL
3333;LIVE
3334;FAIL
3335;FAIL
3336;LIVE
3337;FAIL
3338;FAIL
3339;LIVE
3340;FAIL
3341;FAIL
3342;FAIL
3343;FAIL
3344;FAIL
3345;LIVE
3346;FAIL
3347;FAIL
3348;FAIL
3349;FAIL
3350;LIVE
3351;FAIL
3352;FAIL
3353;FAIL
3354;FAIL
3355;LIVE
3356;LIVE
3357;FAIL
3358;FAIL
3359;FAIL
3360;LIVE
3361;FAIL
3362;FAIL
3363;FAIL
3364;FAIL
3365;FAIL
3366;FAIL
3367;FAIL
3368;FAIL
3369;LIVE
3370;FAIL
3371;FAIL
3372;LIVE
3373;EXC
3374;EXC
3375;LIVE
3376;LIVE
3377;FAIL
3378;FAIL
3379;LIVE
3380;LIVE
3381;FAIL
3382;LIVE
3383;LIVE
3384;LIVE
3385;FAIL
3386;LIVE
3387;LIVE
3388;LIVE
3389;EXC
3390;LIVE
3391;LIVE
3392;FAIL
3393;FAIL
3394;FAIL
3395;FAIL
3403;FAIL
3404;LIVE
3405;LIVE
3406;LIVE
3407;LIVE
3409;LIVE
3410;FAIL
3411;FAIL
3412;FAIL
3413;FAIL
3414;FAIL
3415;LIVE
3416;FAIL
3417;FAIL
3418;LIVE
3419;LIVE
3420;LIVE
3421;LIVE
3422;LIVE
3423;LIVE
3424;LIVE
3425;FAIL
3426;FAIL
3427;LIVE
3428;LIVE
3429;LIVE
3430;LIVE
3431;LIVE
3432;FAIL
3433;FAIL
3434;FAIL
3435;FAIL
3436;FAIL
3437;FAIL
3438;LIVE
3439;FAIL
3440;FAIL
3441;LIVE
3442;FAIL
3443;FAIL
3444;LIVE
3445;FAIL
3446;FAIL
3447;FAIL
3448;FAIL
3449;LIVE
3450;FAIL
3451;FAIL
3452;LIVE
3453;FAIL
3454;FAIL
3455;FAIL
3456;FAIL
3457;LIVE
3458;FAIL
3459;LIVE
3460;FAIL
3461;FAIL
3462;FAIL
3463;FAIL
3464;FAIL
3465;FAIL
3466;FAIL
3467;LIVE
3468;FAIL
3469;LIVE
3470;FAIL
3471;FAIL
3472;FAIL
3473;FAIL
3474;LIVE
3475;FAIL
3476;LIVE
3477;LIVE
3484;FAIL
3485;FAIL
3486;LIVE
3487;FAIL
3488;FAIL
3489;LIVE
3490;LIVE
3493;FAIL
3494;FAIL
3495;LIVE
3496;FAIL
3497;FAIL
3498;LIVE
3720;FAIL
3721;FAIL
3725;FAIL
3726;FAIL
3727;LIVE
3728;LIVE
3729;LIVE
3730;FAIL
3731;LIVE
3732;EXC
3733;EXC
3734;LIVE
3735;FAIL
3736;FAIL
3737;FAIL
3738;LIVE
3739;FAIL
3740;FAIL
3741;LIVE
3742;FAIL
3743;FAIL
3744;LIVE
3745;FAIL
3746;FAIL
3747;LIVE
3748;FAIL
3749;FAIL
3750;LIVE
3751;FAIL
3752;FAIL
3753;FAIL
3754;LIVE
3755;FAIL
3756;FAIL
3757;LIVE
3758;FAIL
3759;FAIL
3760;LIVE
3761;FAIL
3762;FAIL
3763;FAIL
3764;LIVE
3765;FAIL
3766;FAIL
3767;LIVE
3768;EXC
3769;EXC
3770;LIVE
3771;FAIL
3772;FAIL
3773;LIVE
3774;FAIL
3775;FAIL
3776;LIVE
3777;FAIL
3778;FAIL
3779;LIVE
3780;LIVE
3781;LIVE
3791;FAIL
3792;FAIL
3793;FAIL
3794;LIVE
3795;FAIL
3796;FAIL
3797;LIVE
4082;LIVE
4083;EXC
4084;EXC
4085;LIVE
4086;LIVE
4087;LIVE
4088;EXC
4089;EXC
4090;LIVE
4091;LIVE
4092;LIVE
4093;FAIL
4094;LIVE
4105;EXC
4106;EXC
4107;EXC
4108;EXC
4109;EXC
4110;EXC
4111;EXC
4112;EXC
4113;EXC
4114;EXC
4115;EXC
4116;EXC
4117;EXC
4118;EXC
4119;EXC
4120;EXC
4121;EXC
4122;EXC
4123;LIVE
4134;FAIL
4135;FAIL
4136;FAIL
4137;FAIL
4138;FAIL
4139;FAIL
4140;FAIL
4141;FAIL
4142;FAIL
4143;FAIL
4144;FAIL
4145;FAIL
4146;FAIL
4147;FAIL
4148;LIVE
4149;FAIL
4150;FAIL
4151;LIVE
4152;LIVE
4153;FAIL
4154;FAIL
4155;LIVE
4156;FAIL
4157;FAIL
4158;LIVE
4159;FAIL
4160;FAIL
4161;FAIL
4162;LIVE
