CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
789;net.sf.doodleproject.numerics4j.continuedfraction.ContinuedFractionTest$null;15;1;76;85;85;76;47;28;1;3792;85
789;net.sf.doodleproject.numerics4j.exception.ConvergenceExceptionTest$null;4;0;0;0;0;76;47;28;1;3792;85
790;net.sf.doodleproject.numerics4j.exception.NumericExceptionTest$null;2;0;0;0;0;76;47;28;1;3792;85
2473;net.sf.doodleproject.numerics4j.integration.AdaptiveIntegratorTest$null;41;8;133;171;186;209;58;150;1;3659;256
10707;net.sf.doodleproject.numerics4j.integration.RombergIntegratorTest$null;6;1;137;170;185;346;89;185;72;3522;426
13210;net.sf.doodleproject.numerics4j.integration.SimpsonsIntegratorTest$null;6;2;45;58;146;391;114;191;86;3477;484
32355;net.sf.doodleproject.numerics4j.integration.TrapezoidalIntegratorTest$null;208;48;23;36;124;414;120;197;97;3454;520
32373;net.sf.doodleproject.numerics4j.iterativeMethTest$null;3;1;4;5;20;418;120;201;97;3450;525
33030;net.sf.doodleproject.numerics4j.root.BisectionRootFinderTest$null;6;2;49;66;89;467;139;229;99;3401;591
33713;net.sf.doodleproject.numerics4j.root.BracketTest$null;3;1;43;63;63;510;169;238;103;3358;654
34062;net.sf.doodleproject.numerics4j.root.FalsePositionRootFinderTest$null;6;0;34;57;72;544;174;267;103;3324;711
34397;net.sf.doodleproject.numerics4j.root.NewtonRootFinderTest$null;6;1;30;44;69;574;178;293;103;3294;755
34710;net.sf.doodleproject.numerics4j.root.SecantRootFinderTest$null;5;1;34;47;62;608;189;316;103;3260;802
34980;net.sf.doodleproject.numerics4j.series.PowerSeriesTest$null;7;1;35;45;60;643;212;328;103;3225;847
35269;net.sf.doodleproject.numerics4j.series.SeriesTest$null;5;1;22;33;58;665;224;337;104;3203;880
38723;net.sf.doodleproject.numerics4j.special.BetaTest$null;9;4;346;414;492;1011;553;354;104;2857;1294
41441;net.sf.doodleproject.numerics4j.special.ErfTest$null;9;6;203;304;521;1214;725;385;104;2654;1598
42011;net.sf.doodleproject.numerics4j.special.GammaTest$null;8;5;20;84;418;1234;744;386;104;2634;1682
42494;net.sf.doodleproject.numerics4j.special.TrigonometricTest$null;3;0;121;145;145;1355;865;386;104;2513;1827
50977;net.sf.doodleproject.numerics4j.statistics.distribution.BetaDistributionTest$null;182;65;76;182;699;1431;906;421;104;2437;2009
57686;net.sf.doodleproject.numerics4j.statistics.distribution.BinomialDistributionTest$null;34;8;334;438;438;1765;1215;434;116;2103;2447
58219;net.sf.doodleproject.numerics4j.statistics.distribution.CauchyDistributionTest$null;4;1;85;104;104;1850;1298;436;116;2018;2551
64129;net.sf.doodleproject.numerics4j.statistics.distribution.ChiSquaredDistributionTest$null;81;36;89;208;653;1939;1346;477;116;1929;2759
64422;net.sf.doodleproject.numerics4j.statistics.distribution.ExponentialDistributionTest$null;4;0;56;71;71;1995;1400;479;116;1873;2830
72860;net.sf.doodleproject.numerics4j.statistics.distribution.FDistributionTest$null;171;60;89;191;720;2084;1462;506;116;1784;3021
76898;net.sf.doodleproject.numerics4j.statistics.distribution.GammaDistributionTest$null;83;33;11;123;633;2095;1468;511;116;1773;3144
82267;net.sf.doodleproject.numerics4j.statistics.distribution.GeometricDistributionTest$null;41;17;98;195;435;2193;1550;519;124;1675;3339
85605;net.sf.doodleproject.numerics4j.statistics.distribution.HypergeometricDistributionTest$null;40;15;102;216;467;2295;1633;537;125;1573;3555
86425;net.sf.doodleproject.numerics4j.statistics.distribution.LaplaceDistributionTest$null;4;1;125;152;152;2420;1756;539;125;1448;3707
94680;net.sf.doodleproject.numerics4j.statistics.distribution.LogNormalDistributionTest$null;113;41;103;232;712;2523;1846;552;125;1345;3939
95258;net.sf.doodleproject.numerics4j.statistics.distribution.LogisticDistributionTest$null;4;1;81;109;109;2604;1924;554;126;1264;4048
102525;net.sf.doodleproject.numerics4j.statistics.distribution.NegativeBinomialDistributionTest$null;83;32;85;178;429;2689;1993;565;131;1179;4226
107292;net.sf.doodleproject.numerics4j.statistics.distribution.NormalDistributionTest$null;59;28;82;210;706;2771;2073;567;131;1097;4436
109410;net.sf.doodleproject.numerics4j.statistics.distribution.PoissonDistributionTest$null;21;10;64;147;329;2835;2128;571;136;1033;4583
109792;net.sf.doodleproject.numerics4j.statistics.distribution.RayleighDistributionTest$null;4;1;77;96;96;2912;2203;573;136;956;4679
109998;net.sf.doodleproject.numerics4j.statistics.distribution.SaddlePointApproximationTest$null;3;1;15;54;216;2927;2218;573;136;941;4733
118483;net.sf.doodleproject.numerics4j.statistics.distribution.TDistributionTest$null;172;78;88;190;721;3015;2254;625;136;853;4923
118841;net.sf.doodleproject.numerics4j.statistics.distribution.UniformDistributionTest$null;4;1;65;84;84;3080;2318;626;136;788;5007
119443;net.sf.doodleproject.numerics4j.util.DoubleArrayTest$null;2;1;36;51;60;3116;2333;644;139;752;5058
