CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
21;com.sap.netweaver.porta.core.ApplicationStatusTest$null;11;12;2;2;2;2;1;1;0;1763;2
21;com.sap.netweaver.porta.core.AuthenticationReasonTest$null;8;2;0;0;0;2;1;1;0;1763;2
22;com.sap.netweaver.porta.core.AuthenticationRefusedExceptionTest$null;9;3;0;0;0;2;1;1;0;1763;2
22;com.sap.netweaver.porta.core.CoreExceptionTest$null;8;3;0;0;0;2;1;1;0;1763;2
22;com.sap.netweaver.porta.core.CredentialsTest$null;7;1;0;0;0;2;1;1;0;1763;2
23;com.sap.netweaver.porta.core.DebugSessionInfoTest$null;8;0;0;0;0;2;1;1;0;1763;2
45;com.sap.netweaver.porta.core.DeployResultStatusTest$null;9;2;2;2;2;4;2;2;0;1761;4
45;com.sap.netweaver.porta.core.NoWSGateExceptionTest$null;7;1;0;0;0;4;2;2;0;1761;4
45;com.sap.netweaver.porta.core.NotAuthorizedExceptionTest$null;19;3;0;0;0;4;2;2;0;1761;4
45;com.sap.netweaver.porta.core.ProxyExceptionTest$null;7;1;0;0;0;4;2;2;0;1761;4
45;com.sap.netweaver.porta.core.ServerStateTest$null;9;2;0;0;0;4;2;2;0;1761;4
123;com.sap.netweaver.porta.core.mock.ApplicationMockTest$null;13;11;3;7;7;7;4;3;0;1758;11
420;com.sap.netweaver.porta.core.mock.CoreModuleMockTest$null;11;3;12;21;21;19;11;8;0;1746;32
638;com.sap.netweaver.porta.core.mock.DeployManagerMockTest$null;12;5;4;18;31;23;15;8;0;1742;50
638;com.sap.netweaver.porta.core.mock.DeployResultMockTest$null;10;2;0;0;0;23;15;8;0;1742;50
800;com.sap.netweaver.porta.core.mock.LifecycleManagerMockTest$null;11;4;0;17;27;23;15;8;0;1742;67
806;com.sap.netweaver.porta.core.mock.ServerFactoryTest$null;7;3;1;1;1;24;16;8;0;1741;68
882;com.sap.netweaver.porta.core.mock.ServerMockTest$null;11;9;4;6;6;28;19;9;0;1737;74
4757;com.sap.netweaver.porta.core.nw7.ApplicationImplTest$null;68;96;1;60;62;29;20;9;0;1736;134
27063;com.sap.netweaver.porta.core.nw7.DeployManagerImplTest$null;131;165;21;195;196;50;29;20;1;1715;329
27063;com.sap.netweaver.porta.core.nw7.DeployResultImplTest$null;6;2;0;0;0;50;29;20;1;1715;329
27063;com.sap.netweaver.porta.core.nw7.FaultReasonsTest$null;9;5;0;0;0;50;29;20;1;1715;329
514150;com.sap.netweaver.porta.core.nw7.LMUtilsTest$null;366;458;133;1488;1489;183;88;92;3;1582;1817
552209;com.sap.netweaver.porta.core.nw7.LifecycleManagerImplTest$null;249;228;58;184;199;241;131;107;3;1524;2001
553346;com.sap.netweaver.porta.core.nw7.OperationTest$null;185;200;7;7;13;248;137;108;3;1517;2008
553359;com.sap.netweaver.porta.core.nw7.ServerFactoryTest$null;10;4;2;2;2;250;139;108;3;1515;2010
559373;com.sap.netweaver.porta.core.nw7.ServerImplTest$null;111;108;4;51;63;254;141;109;4;1511;2061
559452;com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntimeTest$null;17;12;1;5;5;255;141;110;4;1510;2066
