CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
421;com.thesleepless.helium.ActionRegisterBuilderTest$null;37;30;6;10;10;6;2;4;0;297;10
1737;com.thesleepless.helium.ArticleBuilderTest$null;63;71;12;21;25;18;12;6;0;285;31
8316;com.thesleepless.helium.ArticleParserTest$null;136;168;65;80;93;83;57;25;1;220;111
8496;com.thesleepless.helium.HeliumFactoryTest$null;28;6;2;5;12;85;57;27;1;218;116
9071;com.thesleepless.helium.RegisterActionTest$null;83;84;3;8;49;88;59;28;1;215;124
9443;com.thesleepless.helium.action.ActionActionTest$null;53;36;2;7;52;90;60;29;1;213;131
10435;com.thesleepless.helium.action.ActionSetActionTest$null;74;63;8;15;56;98;60;37;1;205;146
11124;com.thesleepless.helium.action.ConstructActionTest$null;95;92;3;8;48;101;63;37;1;202;154
13152;com.thesleepless.helium.action.IncludeActionTest$null;95;82;12;26;81;113;73;39;1;190;180
15570;com.thesleepless.helium.action.IterateActionTest$null;96;68;8;22;77;121;77;42;2;182;202
16502;com.thesleepless.helium.action.ListActionTest$null;126;65;8;13;60;129;84;43;2;174;215
18012;com.thesleepless.helium.action.VarActionTest$null;89;70;5;16;96;134;88;44;2;169;231
21177;com.thesleepless.helium.action.WhenActionTest$null;139;120;23;34;88;157;103;52;2;146;265
26430;com.thesleepless.helium.ui.text.CommandLineTest$null;119;108;47;66;184;204;134;68;2;99;331
26538;com.thesleepless.helium.util.IteratorFactoryTest$null;20;1;3;3;7;207;136;69;2;96;334
26807;com.thesleepless.helium.util.TagUtilTest$null;26;7;2;8;34;209;137;70;2;94;342
27751;com.thesleepless.heliumx.net.UrlEncodeActionTest$null;86;93;8;13;60;217;141;74;2;86;355
43161;com.thesleepless.heliumx.servlet.HeliumServletTest$null;288;263;28;55;109;245;158;85;2;58;410
46023;com.thesleepless.heliumx.servlet.action.AttributeActionTest$null;192;160;12;18;75;257;167;88;2;46;428
52080;com.thesleepless.heliumx.servlet.action.CookieActionTest$null;294;215;18;28;84;275;178;95;2;28;456
52861;com.thesleepless.heliumx.servlet.action.ParameterActionTest$null;109;53;0;6;58;275;178;95;2;28;462
54928;com.thesleepless.heliumx.servlet.action.RequestActionTest$null;185;131;4;12;62;279;182;95;2;24;474
