CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
507;com.thesleepless.helium.ActionRegisterBuilderTest$null;66;36;6;10;10;6;2;4;0;297;10
1921;com.thesleepless.helium.ArticleBuilderTest$null;91;120;12;21;25;18;12;6;0;285;31
11986;com.thesleepless.helium.ArticleParserTest$null;179;179;65;80;93;83;57;25;1;220;111
12139;com.thesleepless.helium.HeliumFactoryTest$null;31;10;2;5;12;85;57;27;1;218;116
12861;com.thesleepless.helium.RegisterActionTest$null;127;91;3;8;49;88;59;28;1;215;124
13276;com.thesleepless.helium.action.ActionActionTest$null;54;42;2;7;52;90;60;29;1;213;131
14509;com.thesleepless.helium.action.ActionSetActionTest$null;77;73;8;15;56;98;60;37;1;205;146
15295;com.thesleepless.helium.action.ConstructActionTest$null;100;127;3;8;48;101;62;38;1;202;154
17707;com.thesleepless.helium.action.IncludeActionTest$null;104;134;12;26;81;113;72;40;1;190;180
20790;com.thesleepless.helium.action.IterateActionTest$null;122;133;8;22;77;121;76;43;2;182;202
21675;com.thesleepless.helium.action.ListActionTest$null;102;69;8;13;60;129;83;44;2;174;215
23444;com.thesleepless.helium.action.VarActionTest$null;108;98;5;16;96;134;87;45;2;169;231
27585;com.thesleepless.helium.action.WhenActionTest$null;182;149;23;34;88;157;102;53;2;146;265
33150;com.thesleepless.helium.ui.text.CommandLineTest$null;185;226;47;66;184;204;129;73;2;99;331
33238;com.thesleepless.helium.util.IteratorFactoryTest$null;33;2;3;3;7;207;131;74;2;96;334
33815;com.thesleepless.helium.util.TagUtilTest$null;43;8;1;8;34;208;131;75;2;95;342
34820;com.thesleepless.heliumx.net.UrlEncodeActionTest$null;173;94;9;13;60;217;134;80;3;86;355
54645;com.thesleepless.heliumx.servlet.HeliumServletTest$null;348;302;28;55;109;245;151;91;3;58;410
58498;com.thesleepless.heliumx.servlet.action.AttributeActionTest$null;314;211;12;18;75;257;160;94;3;46;428
66553;com.thesleepless.heliumx.servlet.action.CookieActionTest$null;401;307;18;28;84;275;171;101;3;28;456
67403;com.thesleepless.heliumx.servlet.action.ParameterActionTest$null;163;68;0;6;58;275;171;101;3;28;462
70287;com.thesleepless.heliumx.servlet.action.RequestActionTest$null;340;168;4;12;62;279;175;101;3;24;474
