CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
466;org.apache.commons.io.ByteOrderMarkTestCase$null;5;1;61;98;98;61;40;21;0;5402;98
484;org.apache.commons.io.CharsetsTestCase$null;5;8;2;2;2;63;41;22;0;5400;100
6448;org.apache.commons.io.CopyUtilsTest$null;41;3;101;201;201;164;102;55;7;5299;301
11694;org.apache.commons.io.DemuxTestCase$null;179;196;8;33;54;172;110;55;7;5291;334
13718;org.apache.commons.io.DirectoryWalkerTestCase$null;28;32;75;126;126;247;169;71;7;5216;460
14567;org.apache.commons.io.DirectoryWalkerTestCaseJava4$null;19;13;0;51;126;247;169;71;7;5216;511
22003;org.apache.commons.io.EndianUtilsTest$null;7;3;917;1038;1038;1164;974;183;7;4299;1549
303437;org.apache.commons.io.FileCleanerTestCase$null;4246;4272;48;76;76;1212;997;201;14;4251;1625
423251;org.apache.commons.io.FileCleaningTrackerTestCase$null;4228;4186;0;28;76;1212;997;201;14;4251;1653
423423;org.apache.commons.io.FileDeleteStrategyTestCase$null;24;22;30;30;50;1242;1025;203;14;4221;1683
435562;org.apache.commons.io.FileSystemUtilsTestCase$null;21;16;208;459;473;1450;1080;354;16;4013;2142
435853;org.apache.commons.io.FileUtilsCleanDirectoryTestCase$null;25;21;2;9;39;1452;1080;356;16;4011;2151
436114;org.apache.commons.io.FileUtilsCleanSymlinksTestCase$null;30;29;1;8;40;1453;1081;356;16;4010;2159
436654;org.apache.commons.io.FileUtilsDirectoryContainsTestCase$null;23;19;10;30;63;1463;1090;357;16;4000;2189
436751;org.apache.commons.io.FileUtilsFileNewerTestCase$null;11;12;7;7;18;1470;1094;360;16;3993;2196
438050;org.apache.commons.io.FileUtilsListFilesTestCase$null;20;18;34;65;120;1504;1114;374;16;3959;2261
505446;org.apache.commons.io.FileUtilsWaitForTestCase$null;5318;5317;1;18;35;1505;1114;374;17;3958;2279
522221;org.apache.commons.io.FilenameUtilsTestCase$null;54;33;557;703;806;2062;1553;491;18;3401;2982
525474;org.apache.commons.io.FilenameUtilsWildcardTestCase$null;15;22;147;180;187;2209;1667;509;33;3254;3162
527228;org.apache.commons.io.HexDumpTest$null;9;14;127;211;276;2336;1747;554;35;3127;3373
527414;org.apache.commons.io.IOCaseTestCase$null;8;8;9;20;51;2345;1752;558;35;3118;3393
527421;org.apache.commons.io.IOExceptionWithCauseTestCase$null;1;0;2;3;3;2347;1754;558;35;3116;3396
561781;org.apache.commons.io.IOUtilsCopyTestCase$null;1180;74;55;173;260;2402;1787;574;41;3061;3569
584770;org.apache.commons.io.IOUtilsTestCase$null;44;54;225;410;549;2627;1875;682;70;2836;3979
586972;org.apache.commons.io.IOUtilsWriteTestCase$null;50;12;45;107;201;2672;1897;705;70;2791;4086
587880;org.apache.commons.io.LineIteratorTestCase$null;18;27;24;44;83;2696;1902;724;70;2767;4130
587901;org.apache.commons.io.TaggedIOExceptionTest$null;2;1;3;9;10;2699;1905;724;70;2764;4139
591147;org.apache.commons.io.ThreadMonitorTestCase$null;403;402;7;11;12;2706;1912;724;70;2757;4150
592290;org.apache.commons.io.comparator.CompositeFileComparatorTest$null;25;23;38;73;120;2744;1939;735;70;2719;4223
592300;org.apache.commons.io.comparator.DefaultFileComparatorTest$null;11;9;0;1;22;2744;1939;735;70;2719;4224
592437;org.apache.commons.io.comparator.DirectoryFileComparatorTest$null;11;8;8;11;30;2752;1947;735;70;2711;4235
592546;org.apache.commons.io.comparator.ExtensionFileComparatorTest$null;12;10;1;9;48;2753;1947;736;70;2710;4244
697460;org.apache.commons.io.comparator.LastModifiedFileComparatorTest$null;13529;13532;17;21;54;2770;1964;736;70;2693;4265
697586;org.apache.commons.io.comparator.NameFileComparatorTest$null;24;21;1;7;31;2771;1964;737;70;2692;4272
697682;org.apache.commons.io.comparator.PathFileComparatorTest$null;11;10;1;7;31;2772;1964;738;70;2691;4279
698307;org.apache.commons.io.comparator.SizeFileComparatorTest$null;17;16;16;38;89;2788;1979;739;70;2675;4317
698386;org.apache.commons.io.filefilter.AndFileFilterTestCase$null;5;3;9;10;16;2797;1988;739;70;2666;4327
