CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
528;com.thesleepless.helium.ActionRegisterBuilderTest$null;66;55;6;10;10;6;0;6;0;297;10
2239;com.thesleepless.helium.ArticleBuilderTest$null;115;88;12;21;25;18;10;8;0;285;31
13841;com.thesleepless.helium.ArticleParserTest$null;241;268;65;80;93;83;55;27;1;220;111
14009;com.thesleepless.helium.HeliumFactoryTest$null;57;11;2;5;12;85;55;29;1;218;116
14881;com.thesleepless.helium.RegisterActionTest$null;126;100;3;8;49;88;57;30;1;215;124
15385;com.thesleepless.helium.action.ActionActionTest$null;132;74;2;7;52;90;58;31;1;213;131
16769;com.thesleepless.helium.action.ActionSetActionTest$null;114;96;8;15;56;98;58;39;1;205;146
17762;com.thesleepless.helium.action.ConstructActionTest$null;141;161;3;8;48;101;60;40;1;202;154
20951;com.thesleepless.helium.action.IncludeActionTest$null;149;100;12;26;81;113;70;42;1;190;180
24578;com.thesleepless.helium.action.IterateActionTest$null;126;140;8;22;77;121;74;45;2;182;202
25775;com.thesleepless.helium.action.ListActionTest$null;149;107;8;13;60;129;81;46;2;174;215
27718;com.thesleepless.helium.action.VarActionTest$null;141;97;5;16;96;134;85;47;2;169;231
32384;com.thesleepless.helium.action.WhenActionTest$null;215;194;23;34;88;157;100;55;2;146;265
41005;com.thesleepless.helium.ui.text.CommandLineTest$null;186;145;47;66;184;204;131;71;2;99;331
41090;com.thesleepless.helium.util.IteratorFactoryTest$null;29;2;3;3;7;207;133;72;2;96;334
41737;com.thesleepless.helium.util.TagUtilTest$null;42;8;1;8;34;208;133;73;2;95;342
42994;com.thesleepless.heliumx.net.UrlEncodeActionTest$null;135;153;8;13;60;217;136;78;3;86;355
67009;com.thesleepless.heliumx.servlet.HeliumServletTest$null;626;394;28;55;109;245;153;89;3;58;410
71239;com.thesleepless.heliumx.servlet.action.AttributeActionTest$null;316;279;12;18;75;257;162;92;3;46;428
80583;com.thesleepless.heliumx.servlet.action.CookieActionTest$null;363;336;18;28;84;275;171;101;3;28;456
81557;com.thesleepless.heliumx.servlet.action.ParameterActionTest$null;151;83;0;6;58;275;171;101;3;28;462
84946;com.thesleepless.heliumx.servlet.action.RequestActionTest$null;318;232;4;12;62;279;175;101;3;24;474
